order_id,book_id,quantity,price
719,14849,3,3000.0
1062,2505,3,21600.0
1218,19575,3,8650.0
728,19153,1,8900.0
2005,10323,1,1500.0
2741,2058,1,6800.0
58,1986,1,3600.0
575,15604,2,5400.0
2410,10240,3,2900.0
2948,7902,2,8900.0
2559,15712,2,2400.0
334,11612,2,6400.0
2060,12537,3,700.0
97,14523,3,3490.0
3615,12880,1,1700.0
91,14631,1,11400.0
2224,16993,3,1600.0
1123,12176,2,9400.0
2161,7292,3,11600.0
838,11457,1,5300.0
1881,11273,2,3400.0
2414,11101,3,4500.0
125,18407,3,2400.0
1895,9474,3,6600.0
2110,17105,2,5400.0
1055,18949,3,5880.0
1977,20498,1,7200.0
1899,2557,2,450.0
2074,8440,1,4400.0
2742,8304,2,3500.0
57,21131,1,5100.0
2732,20038,2,4800.0
1022,12493,2,5000.0
2615,7060,2,7600.0
3237,8486,2,12000.0
510,15025,2,900.0
3596,10274,2,7500.0
2848,20943,3,4900.0
1426,18575,3,7100.0
1326,45,2,7000.0
2390,20404,3,7600.0
2485,20715,3,1800.0
3091,10536,2,3900.0
3637,4701,3,3000.0
3330,3623,3,16300.0
3458,8715,1,6700.0
445,1520,2,7200.0
931,22489,1,8600.0
699,9393,2,3490.0
2241,21131,1,5100.0
3619,15083,2,3990.0
3934,8928,3,10800.0
2354,627,1,4000.0
3460,1171,1,5990.0
3200,21523,2,1400.0
1537,1624,3,20600.0
3244,22416,1,5900.0
1854,4745,1,11200.0
3713,19642,1,2800.0
295,9813,2,1500.0
3314,7693,1,6700.0
2484,12204,1,4600.0
2958,19087,2,2500.0
226,14097,1,1400.0
2328,8101,3,2600.0
2724,18043,3,9700.0
3438,8926,3,3900.0
2994,3496,2,5700.0
333,12589,1,3000.0
749,7209,1,5800.0
241,265,2,8400.0
2186,17698,1,3300.0
510,3752,1,4900.0
2903,18799,2,2200.0
2401,12657,3,2500.0
1839,14773,3,13000.0
1614,11754,2,5600.0
700,3751,2,4800.0
198,432,2,11400.0
179,14360,3,2100.0
2736,2240,1,4990.0
957,9689,2,3900.0
3048,45,1,7000.0
1859,10608,3,2400.0
2757,11615,2,15300.0
3774,7175,1,7200.0
413,302,2,1700.0
3338,10496,3,6100.0
3262,10470,2,1700.0
359,20623,3,3700.0
315,6520,3,1900.0
238,10966,2,2100.0
2821,7390,1,4200.0
2125,21846,1,4300.0
1058,20175,2,5400.0
3641,21752,2,1900.0
726,22188,3,8100.0
3952,14382,3,2500.0
3170,7807,2,5800.0
3505,12257,3,2400.0
2185,9613,3,3000.0
500,2944,1,12000.0
2564,12794,2,2900.0
572,22640,2,13300.0
405,7436,2,6800.0
44,19019,2,660.0
823,10455,3,4900.0
2628,2056,2,7800.0
30,16476,1,1300.0
3139,17628,3,2300.0
129,18078,1,6500.0
1154,18861,1,4700.0
875,14547,2,3700.0
1970,19233,1,4400.0
470,16418,3,500.0
3130,9308,2,6300.0
2353,15624,3,6100.0
3740,4484,2,4900.0
2144,7547,1,3800.0
140,82,1,5600.0
2659,15375,2,2500.0
335,8403,3,1200.0
960,10407,2,1300.0
3623,20629,2,2600.0
1175,19481,1,500.0
2898,7281,1,13900.0
1236,6564,3,4900.0
487,7538,2,3400.0
1276,11442,3,4800.0
1651,235,2,14800.0
459,12998,1,10600.0
2814,6585,3,4200.0
2795,11391,2,5400.0
108,17032,1,5500.0
115,17970,1,5600.0
2822,5373,3,3000.0
79,6046,1,9600.0
1162,709,2,9600.0
2137,12704,2,4700.0
3459,6574,3,22900.0
2217,21943,2,700.0
1643,19435,1,1500.0
2465,11693,3,14400.0
1573,11308,3,7800.0
3443,20306,1,2300.0
1915,5572,1,4800.0
2490,11860,2,800.0
1320,3584,1,10990.0
1608,236,3,6200.0
1235,12750,2,5000.0
2007,5779,3,5900.0
2706,455,3,5100.0
3072,8656,3,5100.0
1122,21292,2,4800.0
849,14478,1,3500.0
3395,13452,3,7500.0
2046,2808,2,5600.0
2099,14222,1,1700.0
137,8100,1,1900.0
1125,15427,2,2200.0
3629,17162,2,500.0
461,21464,1,2200.0
3699,8469,1,3700.0
1267,11270,1,9800.0
547,22278,2,10200.0
2339,10476,3,700.0
2558,17715,1,6800.0
3063,21804,2,2200.0
1918,10899,1,1400.0
3720,19375,3,5990.0
1148,21418,1,2500.0
3087,20724,1,1700.0
1580,16773,1,1400.0
3855,8272,3,2400.0
834,4040,3,3900.0
970,16690,2,3600.0
3172,20512,2,5800.0
1194,3849,2,5700.0
1812,8436,2,7600.0
3210,18573,2,2500.0
2809,5149,2,2900.0
623,22787,1,3900.0
1297,2315,3,6800.0
685,5520,3,4200.0
445,6149,3,4300.0
3361,9173,3,3400.0
3428,18619,3,9500.0
364,10004,2,3500.0
2954,65,2,2200.0
1502,2662,2,1800.0
3625,22233,2,3900.0
3746,17655,1,2100.0
141,22393,1,10900.0
1462,10228,3,4800.0
1648,3062,3,4400.0
952,19072,3,3990.0
442,9420,1,6500.0
2437,20757,1,7600.0
2012,6848,2,7600.0
1924,21446,2,2500.0
2298,13488,3,2300.0
3738,12837,3,2700.0
1429,8216,3,4000.0
455,21090,3,8400.0
2417,4881,3,3000.0
1922,4932,3,4700.0
3793,2559,2,6500.0
2973,19644,2,5900.0
2176,1386,1,5800.0
2170,7708,3,6300.0
3595,7390,2,4200.0
3477,1886,1,2990.0
2448,12289,3,5900.0
1189,22721,1,20400.0
1920,186,3,6300.0
1323,14409,1,1500.0
1405,14293,2,1800.0
338,2065,1,13800.0
3021,18147,2,7700.0
2208,14999,2,6600.0
1881,22116,1,4900.0
3099,7058,2,6200.0
1768,1202,2,4500.0
208,18158,2,5600.0
106,14459,1,3490.0
2677,20313,3,3100.0
965,12155,2,4800.0
3066,14596,1,9400.0
1238,21522,3,500.0
3060,16914,3,3500.0
3304,14949,3,7500.0
131,20302,3,5100.0
1916,14773,1,13000.0
846,22096,3,2500.0
1942,7883,3,3800.0
3983,2015,3,3990.0
1911,11555,2,1900.0
170,3582,2,4200.0
1944,14193,1,2300.0
1084,15726,3,2400.0
750,7577,2,24300.0
3365,21430,1,2800.0
2998,7856,3,5200.0
1483,16231,3,5800.0
1012,17386,2,1800.0
3109,21740,1,800.0
3802,5718,3,8200.0
2234,14835,3,1700.0
2301,6362,3,3000.0
424,21437,1,2600.0
1150,10270,1,7600.0
2355,11450,2,7400.0
2943,8384,1,5800.0
25,2274,3,5900.0
1785,15926,1,350.0
1424,16942,2,1600.0
2944,7755,1,3600.0
1078,22599,3,8400.0
30,16960,2,1600.0
1624,16103,1,5100.0
693,6413,1,3900.0
2763,18086,1,5200.0
2386,22642,1,4500.0
2900,11154,2,700.0
157,437,3,6200.0
2197,3137,3,2200.0
3461,20881,2,1700.0
2786,11378,2,7300.0
954,9368,3,4800.0
747,7391,2,2000.0
2343,4367,1,5400.0
1168,7051,1,6600.0
2928,6540,3,6500.0
2605,5089,3,5400.0
7,12671,1,3500.0
1811,6394,1,3500.0
1986,5769,1,8300.0
2356,14035,3,9700.0
2466,8392,2,4200.0
1189,1309,1,500.0
3643,16568,3,1000.0
2727,3194,2,5700.0
2852,10355,2,2200.0
234,22316,1,1900.0
1013,20513,3,7400.0
577,12065,2,1600.0
2997,4630,3,23800.0
230,10913,3,4300.0
1333,6115,1,2500.0
3292,5326,3,3100.0
333,7747,2,7830.0
3836,21314,2,4300.0
3005,1384,2,5000.0
2330,1563,2,7200.0
658,1826,1,6990.0
426,12838,1,3900.0
131,3161,2,6700.0
2705,2274,2,5900.0
1101,3345,2,7200.0
658,16070,1,6500.0
1331,19735,1,3100.0
1888,16118,2,5200.0
1053,3897,1,5200.0
1983,10022,2,22600.0
3253,7044,3,9200.0
3071,12343,1,4600.0
3223,1858,3,1800.0
1239,4147,2,4000.0
3321,22745,3,4600.0
727,6996,3,7300.0
323,12077,2,3000.0
3693,22671,3,3800.0
3284,12668,3,5100.0
1813,1548,2,11800.0
2750,18682,1,5990.0
3155,11945,1,2900.0
496,1999,3,2500.0
3170,22128,3,7500.0
1270,14624,2,6200.0
1501,8992,3,19600.0
2191,16311,2,3500.0
2978,10007,2,1700.0
2005,14177,1,4400.0
3222,16548,2,4700.0
1381,18024,2,4000.0
1373,10786,2,3900.0
1604,2047,2,11200.0
2851,8833,3,5700.0
483,5386,1,4400.0
611,17849,1,2000.0
1723,6897,3,5200.0
2648,19461,1,3300.0
3044,1012,1,4000.0
2782,3233,3,3700.0
3385,16245,1,12000.0
986,7290,2,11900.0
3426,22222,3,13500.0
2580,17079,3,1800.0
169,9984,2,1600.0
297,16549,3,3900.0
1259,18186,1,2900.0
2897,7041,1,6200.0
2914,4579,3,11800.0
3018,5094,2,3300.0
122,18087,1,4600.0
1057,15749,2,7100.0
1722,8529,3,6800.0
2056,8361,2,4600.0
2321,3249,2,2500.0
1022,18230,3,3800.0
400,8713,1,5800.0
2091,4512,1,5700.0
3897,7932,2,7500.0
3593,22696,3,8800.0
521,22556,2,7200.0
1337,14534,2,4500.0
327,9939,2,4600.0
240,17765,3,2500.0
127,14940,2,10200.0
2713,22702,1,8600.0
949,16080,1,4500.0
1672,3647,3,4490.0
3029,11709,2,2900.0
3363,3694,3,1500.0
422,9030,1,2900.0
134,15283,1,2100.0
2735,22084,3,3500.0
1286,10407,2,1300.0
3998,9070,3,5800.0
2073,5688,3,5400.0
99,516,1,13200.0
3741,5471,3,4900.0
961,5882,2,5200.0
2687,1183,2,5500.0
2503,8155,2,2600.0
766,14816,2,6800.0
1464,1314,2,1500.0
1018,5025,1,10100.0
1718,13021,1,1800.0
3571,8739,1,5000.0
2271,15638,1,3400.0
3071,7593,1,3000.0
2636,17369,2,700.0
1445,2882,3,2900.0
1591,7945,2,8600.0
1887,18171,3,4900.0
990,20561,2,19500.0
3878,2976,2,4350.0
882,4746,1,15800.0
3368,16054,2,7600.0
1308,8641,1,5900.0
160,14194,1,2300.0
614,3902,2,5100.0
2857,18060,2,5900.0
2633,4861,1,3590.0
940,11885,1,2200.0
1722,19393,1,4000.0
3599,6186,3,20400.0
3260,7929,2,5200.0
308,22162,2,4500.0
1836,15138,2,4400.0
1685,15007,2,7600.0
1254,7150,2,5700.0
3169,17536,3,4900.0
2143,10669,2,3800.0
1364,13493,1,800.0
695,18588,2,5000.0
762,16315,3,2800.0
289,8367,3,8400.0
1713,20604,3,4200.0
390,11779,2,2600.0
1717,6608,2,8800.0
2911,21156,3,2500.0
893,18813,2,5400.0
3989,68,2,3800.0
647,13930,2,2100.0
423,1147,2,5900.0
3058,17973,3,7500.0
1047,13752,1,2990.0
3518,22640,1,13300.0
455,21506,1,4700.0
3705,514,2,4800.0
1202,7038,2,7900.0
1691,1131,1,5800.0
2859,20322,2,5300.0
2495,9389,3,33500.0
432,12846,2,2500.0
156,20915,1,6300.0
3986,9541,2,3400.0
2527,10113,2,2900.0
2589,16159,2,3900.0
2198,15314,3,6300.0
1107,5111,1,3300.0
2346,17720,1,8100.0
1519,12296,2,1800.0
515,1739,2,7700.0
2852,15716,3,6900.0
2932,19560,3,7500.0
1824,15987,2,3600.0
3944,1068,2,4200.0
519,9228,1,3900.0
2933,14143,3,1500.0
2354,2695,3,2700.0
3191,4186,2,3000.0
2136,19086,1,2500.0
934,5110,1,3900.0
1663,8642,2,6100.0
2804,9906,1,3400.0
1818,16938,1,4400.0
3928,16681,1,3400.0
60,22681,3,5700.0
2480,334,1,6600.0
1434,871,3,5000.0
171,7330,2,12900.0
2871,10011,2,12400.0
2020,3522,3,5700.0
435,11102,3,3100.0
1259,11932,2,2800.0
2119,16568,1,1000.0
3003,20994,3,950.0
2084,15045,3,6900.0
488,18194,1,3100.0
2564,12688,1,4700.0
597,1386,3,5800.0
3523,5964,2,7900.0
760,7576,1,2200.0
3866,19550,2,990.0
1672,9415,2,3990.0
3779,14296,2,4800.0
3873,6557,3,4500.0
697,6852,3,2100.0
1784,12308,2,1700.0
3433,14352,1,2500.0
3519,19271,1,3900.0
1346,7389,1,10000.0
3444,7416,3,4900.0
2783,6798,1,3300.0
1572,19023,3,1900.0
3299,14329,3,4500.0
1660,21059,3,750.0
3113,17788,1,2000.0
1210,14268,3,1800.0
1736,632,2,250.0
3891,20935,1,4100.0
3198,201,1,2900.0
756,15825,2,1800.0
3345,15073,1,16700.0
880,12803,2,4600.0
1313,13920,2,6200.0
1408,17624,3,4900.0
1974,2323,3,5800.0
1706,7862,1,3800.0
518,9717,3,5000.0
1653,3053,1,4800.0
1121,21545,1,4700.0
827,13873,3,2700.0
2931,11301,1,3500.0
374,14803,1,16000.0
679,8665,3,5700.0
2748,16768,1,2500.0
2051,11146,2,900.0
1,6126,2,6900.0
2926,7710,1,5300.0
3100,5051,3,3900.0
3433,16607,1,2400.0
1507,18056,2,4600.0
3176,12746,2,4300.0
3167,22266,3,6500.0
551,3153,2,2500.0
3143,14977,3,5000.0
2508,15689,1,3400.0
1543,1395,3,4500.0
768,10947,2,2300.0
1102,16361,2,1900.0
2431,14569,2,34500.0
2521,21350,1,4100.0
617,9921,2,3300.0
3011,1810,2,1800.0
3801,21134,2,4700.0
3106,13578,2,3400.0
1112,17775,1,2990.0
2934,12130,3,1900.0
2141,19017,3,3200.0
2524,5908,1,4500.0
1152,7630,2,2500.0
19,15202,1,38900.0
1951,20975,1,8250.0
1200,20405,1,4200.0
1406,21432,2,2800.0
1886,19595,3,1950.0
3332,14477,1,7000.0
1575,17889,3,8100.0
3301,16589,1,5500.0
2064,10182,3,4500.0
366,8188,1,7800.0
2909,5682,2,16700.0
1044,21425,3,3100.0
1596,13128,3,5100.0
2682,13779,3,6500.0
515,4531,2,7900.0
464,15558,1,2500.0
1218,5061,1,4400.0
3428,14948,2,7600.0
2458,22099,1,6500.0
384,430,3,13200.0
3189,17825,3,7990.0
1269,10148,1,2600.0
3849,17494,1,6200.0
559,11475,2,5800.0
1636,18094,3,2900.0
597,11881,3,4400.0
1431,16321,3,3700.0
2885,10349,1,8200.0
3316,20106,2,8400.0
2699,14424,1,5990.0
1348,11115,2,2900.0
465,12630,1,31900.0
214,7100,2,2900.0
2974,11031,3,2500.0
2889,20886,2,2600.0
568,1143,1,100000.0
102,11201,2,800.0
844,17857,1,4490.0
1212,8835,3,5100.0
815,852,3,3900.0
408,13959,3,4900.0
2469,20532,1,2400.0
201,17983,3,6800.0
68,9215,3,3900.0
1090,5472,1,3900.0
3532,16063,3,6900.0
1226,13648,3,1000.0
1495,11348,3,13100.0
1138,11530,3,3800.0
816,8848,2,5900.0
975,12535,1,2000.0
1964,5541,3,2300.0
2444,18466,3,3490.0
3053,22414,2,6500.0
2906,3018,3,4200.0
1324,7244,1,9600.0
1697,6363,1,5250.0
2155,18994,2,10900.0
1443,8088,3,16900.0
1700,9805,1,1700.0
733,21963,3,1500.0
3568,10873,1,9600.0
237,19636,3,1670.0
1544,4256,1,10800.0
609,2533,1,1900.0
1164,11709,1,2900.0
2532,16267,3,3500.0
745,1001,1,7990.0
2232,11450,3,7400.0
2700,7977,3,28400.0
3576,11978,2,3100.0
3510,19156,3,5400.0
3061,12183,1,9600.0
927,2051,3,8500.0
3842,19562,3,3800.0
1609,18448,2,2490.0
3568,390,2,11400.0
2428,10102,1,3800.0
3770,2220,1,3200.0
3834,1499,1,9200.0
1874,7090,3,8200.0
3206,9482,2,4900.0
2210,19977,3,7400.0
1824,4520,1,7900.0
2597,17702,3,2200.0
589,5913,3,14600.0
3386,14858,3,4800.0
3186,10433,1,2300.0
1998,8699,1,4900.0
1252,9153,3,8800.0
1822,15274,3,500.0
3794,2212,2,2700.0
1846,3120,2,3800.0
90,1750,2,3700.0
3511,15307,2,4000.0
1897,18873,2,4100.0
3183,9957,1,3900.0
958,11319,2,12600.0
186,20902,3,4200.0
305,8263,1,5000.0
2499,1587,3,13400.0
478,18950,1,3900.0
3328,21673,2,2500.0
683,3493,1,6200.0
485,12840,1,1800.0
2312,2461,1,17200.0
1625,11607,2,5200.0
1670,8033,3,3500.0
3841,6663,1,13800.0
1819,9410,3,2700.0
1145,192,1,2400.0
1192,10555,3,8900.0
1919,19139,3,6990.0
3228,8285,3,6800.0
2525,3350,1,3900.0
137,16562,3,3400.0
2306,12255,3,3400.0
1360,18876,1,4100.0
1509,15716,2,6900.0
977,7297,1,8500.0
3657,18492,1,6950.0
1182,5126,1,5990.0
2525,3575,1,5800.0
3051,3174,1,9100.0
945,7575,3,2400.0
2267,11711,1,6300.0
1092,14105,2,1300.0
788,13862,1,4600.0
2771,1674,1,4400.0
2673,6748,1,1000.0
1599,6504,2,11400.0
1069,5733,3,7900.0
513,20400,2,13000.0
930,12793,2,5000.0
3680,15291,3,4200.0
1471,11667,2,2700.0
3467,19709,3,4700.0
980,2918,3,2500.0
2874,16950,2,500.0
532,14069,3,4300.0
2695,13838,1,6000.0
953,16535,3,2400.0
3812,18242,2,7300.0
3662,20306,1,2300.0
2226,1510,1,7200.0
3515,15269,2,2100.0
582,8675,3,7200.0
1223,2848,3,4300.0
619,3415,1,11200.0
818,11014,2,7000.0
2492,5420,2,3490.0
1233,6691,1,8800.0
141,12878,1,5400.0
775,13171,2,1900.0
3326,114,2,8000.0
3058,7576,2,2200.0
3230,9593,1,1400.0
1112,2374,2,2900.0
2423,19462,2,8700.0
3005,11774,3,1600.0
2849,7813,3,7400.0
39,17964,1,7200.0
3625,16719,2,1700.0
1989,1338,1,2000.0
611,7186,2,6400.0
2542,7551,3,7300.0
3371,13211,2,2300.0
913,5255,2,15800.0
3600,666,2,9800.0
1542,3996,2,5400.0
1956,7005,3,3100.0
1241,3115,3,1200.0
3440,22615,3,2900.0
3102,21244,2,5900.0
1660,1287,2,4900.0
3074,946,1,4400.0
2710,2902,3,5500.0
2779,10485,2,700.0
2092,2120,3,29600.0
47,22659,2,2500.0
2418,18208,1,2500.0
3689,7232,3,4200.0
2320,12006,2,4400.0
3459,8835,2,5100.0
3611,2319,3,5500.0
3573,15717,2,5200.0
1374,19983,3,7200.0
3221,483,1,8400.0
840,16070,2,6500.0
2404,10121,3,5300.0
2313,21403,3,3800.0
270,15924,1,18400.0
915,21712,2,1700.0
3166,4015,1,5400.0
1933,11639,1,9900.0
2447,16892,1,3700.0
3127,20677,2,1000.0
2686,22256,3,6000.0
1541,2919,2,1900.0
3930,191,3,8200.0
2297,4096,1,6100.0
2693,9369,1,9900.0
1527,13220,3,5100.0
784,3422,3,36800.0
1790,15249,2,3100.0
1126,9151,3,6300.0
3165,6376,3,1600.0
1556,1613,3,5800.0
3919,12041,2,3000.0
1935,17022,1,1700.0
2000,17474,2,3400.0
990,7950,1,8100.0
1852,3867,1,8400.0
775,22507,1,2600.0
2798,1551,3,16200.0
2348,2792,2,2500.0
202,15307,2,4000.0
2562,16673,3,7500.0
898,6172,3,5100.0
1867,15195,2,32700.0
2125,19406,3,2500.0
311,13412,1,7500.0
1060,21184,2,8900.0
2060,14223,1,1900.0
1994,16573,2,3300.0
1004,16106,3,4900.0
48,3366,2,6200.0
1675,15712,1,2400.0
95,3338,3,7300.0
1531,14874,3,3000.0
1760,2588,1,6800.0
492,6272,1,4000.0
3413,20215,3,6800.0
3293,14135,3,700.0
1068,3589,2,3900.0
156,5413,2,1700.0
738,16859,2,5600.0
786,5156,1,7900.0
2716,6261,3,3800.0
542,6280,3,5900.0
163,16597,2,2100.0
4,5465,1,3600.0
2529,8051,3,3400.0
312,17272,2,2100.0
534,16543,3,1200.0
3572,12918,3,1100.0
1994,22747,2,5400.0
1569,14779,3,11200.0
2675,22556,3,7200.0
997,7703,3,2200.0
1815,7396,3,7200.0
1135,15549,2,6600.0
2717,13859,2,2600.0
2632,5305,2,6300.0
1524,5647,2,2900.0
3963,14732,3,2500.0
2078,20673,3,800.0
132,11184,1,900.0
1033,1400,2,1200.0
26,7074,1,1900.0
822,7414,2,14900.0
3549,11658,3,3800.0
434,7095,3,2300.0
3374,3477,3,11700.0
3503,3576,1,7700.0
2678,7089,3,7500.0
1889,17268,3,1600.0
1877,14803,2,16000.0
1589,10548,2,900.0
467,9242,1,2500.0
1545,16873,3,1700.0
802,14929,3,7600.0
1014,1675,2,900.0
1324,10198,2,4300.0
516,7252,2,11500.0
213,10446,2,1400.0
1593,20167,3,2200.0
569,10846,2,10800.0
2432,6616,1,9200.0
985,6319,3,4800.0
3306,6698,2,5600.0
3617,10270,1,7600.0
1728,1555,2,4200.0
1292,7650,2,8100.0
2308,22530,3,3200.0
1287,15355,1,1300.0
1234,1920,3,3900.0
464,18506,1,5990.0
3281,13998,1,9900.0
3514,16440,2,3300.0
97,20586,2,5000.0
2400,20839,1,5700.0
3512,18352,1,5100.0
2703,3759,2,7400.0
423,1239,2,1200.0
3213,7372,2,4900.0
3906,22618,2,4600.0
2554,19857,1,45000.0
542,15769,1,4100.0
287,12450,2,1600.0
3660,21246,2,6700.0
3266,3783,2,4300.0
1198,3605,1,8100.0
698,3334,2,3200.0
1673,8773,2,11400.0
3135,19574,2,17300.0
983,12361,3,4200.0
420,9196,3,5900.0
1664,2083,1,23800.0
3890,7233,1,4600.0
2684,8068,1,4200.0
3089,21684,3,500.0
1357,20789,3,1400.0
3838,20050,2,14300.0
3233,2110,1,11200.0
1934,14952,3,3900.0
673,2359,2,1500.0
2402,4955,2,2400.0
501,18864,1,4100.0
1883,22251,3,5490.0
2486,3862,3,7600.0
2892,2574,3,4800.0
1050,12337,2,4100.0
740,10358,1,1800.0
3488,9848,2,2000.0
3879,1702,2,9000.0
524,7393,3,4900.0
2645,7099,1,2200.0
1743,6962,3,3600.0
1518,13486,1,700.0
3948,2400,3,4400.0
508,196,1,5800.0
398,12584,1,4000.0
187,22612,3,8400.0
2666,13556,3,8900.0
478,199,2,8000.0
1455,10106,3,1600.0
3294,14803,1,16000.0
2509,5006,1,6400.0
643,21724,3,1800.0
579,15772,1,2100.0
1724,7259,3,24600.0
1816,3663,2,11200.0
262,19659,2,7350.0
2800,12085,3,3000.0
1875,11037,3,2500.0
1930,713,3,3900.0
1800,11398,2,12700.0
3825,3983,2,5000.0
3830,20988,2,11950.0
3892,4943,1,7100.0
2734,8811,2,11700.0
2567,2385,1,2600.0
1764,2667,3,4900.0
435,17541,1,3500.0
441,14377,1,8200.0
2880,7715,3,6400.0
3114,13227,3,2300.0
2570,17197,2,1600.0
1408,15682,1,6700.0
2854,7505,2,1900.0
3882,2903,2,1900.0
1758,16775,1,1700.0
2841,13972,3,13100.0
1391,14692,2,5500.0
1412,18908,3,3900.0
3287,12740,1,4600.0
3358,4537,3,7900.0
2531,4287,3,6000.0
2052,13788,2,4600.0
879,15350,3,1400.0
3541,1009,1,3000.0
839,22128,2,7500.0
448,2625,1,4900.0
1516,6811,2,3500.0
1316,16832,1,4400.0
3356,20876,3,5800.0
2474,18561,3,1750.0
2874,14454,3,2500.0
63,15636,1,4400.0
2004,14847,3,5000.0
3300,22588,3,7800.0
3142,7305,1,12700.0
2540,14451,1,5400.0
1316,22795,1,3800.0
2758,22307,3,6700.0
637,13552,2,8900.0
146,6752,3,1000.0
362,22239,1,3000.0
2981,19909,3,4000.0
2949,6188,1,3700.0
395,20513,3,7400.0
91,3431,3,36800.0
2901,992,2,6700.0
671,19276,1,13400.0
1208,1292,2,8200.0
2418,16609,1,1600.0
3192,15943,2,1800.0
2198,10195,2,14600.0
573,11587,1,1400.0
1414,21475,2,1900.0
1204,11888,3,1600.0
2548,6328,1,2950.0
2006,6,2,5490.0
2432,2250,2,3400.0
3431,17967,3,6900.0
2526,8880,2,7900.0
2240,1188,3,1900.0
1666,10724,1,4300.0
889,1347,3,4400.0
3056,12682,1,4500.0
1742,19853,2,5990.0
3751,17264,1,1900.0
3905,2041,1,8800.0
2730,14350,2,2900.0
348,20691,2,5700.0
3773,8738,2,3490.0
582,11456,3,12500.0
3422,1984,1,8500.0
2088,1652,2,1200.0
1086,184,1,10100.0
810,2224,2,4500.0
1068,15497,2,480.0
132,13537,3,3200.0
2117,10069,1,3900.0
311,20165,3,5200.0
1890,6284,1,4400.0
2372,13988,1,5300.0
3070,1278,3,5490.0
1837,1478,2,5300.0
2892,18387,1,6700.0
359,12077,2,3000.0
2341,15950,3,2250.0
23,5789,3,8200.0
3098,3399,3,6300.0
3933,2086,3,3300.0
231,14363,2,2100.0
1446,16826,2,1400.0
3264,7631,2,2600.0
3267,12746,1,4300.0
3667,20144,2,11400.0
2670,1659,3,2500.0
856,11308,1,7800.0
2726,18926,2,2500.0
1048,9062,3,4300.0
687,10165,2,1200.0
995,6456,1,19200.0
960,17428,3,3900.0
3984,1809,3,2500.0
1139,11924,1,2400.0
3397,13868,2,12000.0
1760,14337,1,5800.0
674,19632,2,3990.0
3539,21450,1,2700.0
1616,22577,1,13200.0
52,2242,2,2500.0
600,9134,1,4100.0
3272,17569,1,4700.0
1700,3337,1,5700.0
440,14502,2,5990.0
1514,4353,2,2600.0
3077,204,2,2100.0
2860,3640,3,3000.0
2557,17139,1,2100.0
3249,6608,2,8800.0
1306,15542,3,8700.0
1109,498,2,6200.0
3467,18045,2,7300.0
2075,5383,3,4900.0
3551,13225,3,800.0
1196,3575,1,5800.0
2001,9709,1,4050.0
3485,22715,3,3000.0
3760,14917,1,2000.0
3322,1445,3,1950.0
830,6490,2,9400.0
430,453,2,5100.0
2483,10890,2,7200.0
1159,3686,1,250.0
548,6267,2,5990.0
1444,6280,2,5900.0
2770,1760,2,4400.0
1632,7912,1,9600.0
3141,10991,2,5400.0
