order_id,customer_id,order_date,subtotal,shipping,total
1702,155,2022-07-11,44800.0,569,45369.0
1080,1329,2022-07-04,41300.0,692,41992.0
3372,80,2022-07-02,20600.0,541,21141.0
1214,2497,2023-09-15,4700.0,984,5684.0
669,1003,2022-04-07,13800.0,1402,15202.0
3811,1791,2022-02-21,13000.0,996,13996.0
3532,765,2022-02-25,59500.0,534,60034.0
3287,2080,2022-06-15,29925.0,519,30444.0
1490,463,2022-05-17,19600.0,1766,21366.0
719,1906,2023-08-26,9000.0,615,9615.0
1062,2308,2022-10-26,64800.0,1799,66599.0
1218,1465,2023-02-11,26100.0,1806,27906.0
728,2318,2023-09-02,15400.0,1749,17149.0
2005,285,2023-01-18,5900.0,817,6717.0
2741,1664,2022-12-31,11400.0,637,12037.0
58,825,2023-09-02,18000.0,706,18706.0
575,1706,2022-12-16,10800.0,1102,11902.0
2410,116,2023-10-24,8700.0,1544,10244.0
2948,1091,2022-08-11,17800.0,1954,19754.0
2559,1442,2023-04-14,4800.0,595,5395.0
334,1717,2022-04-15,24500.0,601,25101.0
2060,1897,2023-03-22,5200.0,1632,6832.0
97,2138,2022-04-21,21225.0,504,21729.0
3615,1921,2023-02-03,4100.0,1053,5153.0
91,594,2022-05-27,158200.0,1937,160137.0
2224,95,2022-10-11,71500.0,1840,73340.0
1123,1016,2022-02-11,18800.0,1608,20408.0
2161,958,2022-09-08,27600.0,897,28497.0
838,604,2023-02-26,41533.33333333333,501,42034.33333333333
1881,1080,2023-10-04,12450.0,1085,13535.0
2414,1964,2022-10-31,40250.0,1414,41664.0
125,2425,2023-02-06,7200.0,757,7957.0
1895,1181,2023-10-23,19800.0,1509,21309.0
2110,444,2023-10-07,36000.0,1252,37252.0
1055,318,2022-02-07,17640.0,1889,19529.0
1977,276,2022-08-06,7200.0,1824,9024.0
1899,951,2022-08-13,900.0,1967,2867.0
2074,1037,2022-02-28,4400.0,1636,6036.0
2742,1545,2022-07-12,7000.0,1226,8226.0
57,1510,2022-05-28,38600.0,1571,40171.0
2732,2371,2022-04-06,24250.0,1935,26185.0
1022,1742,2022-01-19,22000.0,1212,23212.0
2615,936,2023-03-16,32833.333333333336,1752,34585.333333333336
3237,2387,2023-01-30,44550.0,871,45421.0
510,1686,2023-07-25,14666.666666666666,1279,15945.666666666666
3596,1421,2022-12-18,15000.0,868,15868.0
2848,160,2023-04-24,14700.0,1340,16040.0
1426,1885,2022-05-07,27900.0,1446,29346.0
2390,661,2023-07-05,22800.0,1641,24441.0
2485,137,2022-05-20,21466.666666666664,1072,22538.666666666664
3091,71,2023-02-06,7800.0,1304,9104.0
3637,1976,2022-09-24,9000.0,642,9642.0
3330,2150,2023-10-15,41200.0,1293,42493.0
3458,1601,2022-08-03,29000.0,787,29787.0
445,1318,2022-06-22,28750.0,1694,30444.0
931,47,2023-02-03,8600.0,1147,9747.0
699,334,2022-01-21,12780.0,597,13377.0
2241,2104,2022-04-13,29000.0,1995,30995.0
3619,660,2022-11-19,39980.0,1481,41461.0
3934,1795,2023-04-24,53866.66666666666,1154,55020.66666666666
2354,324,2022-10-30,33582.5,1297,34879.5
3460,1477,2023-08-06,20580.0,1484,22064.0
3200,139,2022-03-11,38966.66666666667,1986,40952.66666666667
1537,1369,2022-11-21,61800.0,954,62754.0
3244,1124,2022-12-28,27450.0,1299,28749.0
1854,24,2023-07-27,11200.0,1144,12344.0
3713,881,2023-04-11,2800.0,1303,4103.0
295,2277,2022-01-06,8235.0,1508,9743.0
3314,1304,2022-08-02,17800.0,1065,18865.0
2484,1423,2023-08-14,4600.0,1014,5614.0
2958,2031,2022-04-04,5000.0,588,5588.0
226,299,2023-08-07,17500.0,1371,18871.0
2328,2312,2022-02-26,7800.0,1796,9596.0
2724,1047,2023-08-28,29100.0,1978,31078.0
3438,280,2023-05-24,22333.333333333336,667,23000.333333333336
2994,949,2023-01-23,11400.0,833,12233.0
333,410,2023-09-01,62660.0,1935,64595.0
749,2273,2023-02-19,10650.0,1453,12103.0
241,162,2023-07-28,16800.0,1900,18700.0
2186,691,2023-05-14,23200.0,1985,25185.0
2903,1953,2023-10-15,27400.0,549,27949.0
2401,1246,2023-06-05,7500.0,903,8403.0
1839,1857,2022-02-09,39000.0,691,39691.0
700,1751,2023-06-19,9600.0,601,10201.0
198,229,2022-04-04,25733.33333333333,811,26544.33333333333
179,1571,2023-08-20,6300.0,1909,8209.0
2736,1922,2023-08-03,11090.0,1164,12254.0
957,312,2023-05-19,17600.0,731,18331.0
3048,352,2023-02-02,33333.333333333336,1803,35136.333333333336
1859,680,2022-09-22,10200.0,1404,11604.0
2757,967,2023-02-05,30600.0,1384,31984.0
3774,627,2022-01-16,18450.0,694,19144.0
413,2499,2022-08-03,25900.0,1762,27662.0
3338,2070,2022-10-24,18300.0,1797,20097.0
3262,2462,2022-11-29,22633.333333333336,1270,23903.333333333336
359,1634,2023-08-20,16750.0,513,17263.0
315,48,2022-02-19,7200.0,1816,9016.0
238,171,2022-03-25,4200.0,735,4935.0
2821,2181,2022-04-11,4200.0,997,5197.0
2125,1108,2023-01-06,20800.0,929,21729.0
1058,2034,2023-04-18,42000.0,601,42601.0
3641,715,2022-05-17,3800.0,696,4496.0
726,553,2022-06-15,24300.0,1975,26275.0
3952,2211,2022-10-27,7500.0,624,8124.0
3170,2295,2023-10-16,33250.0,888,34138.0
3505,2094,2022-01-16,27250.0,1049,28299.0
2185,956,2023-06-20,20700.0,1689,22389.0
500,1209,2023-03-23,12000.0,582,12582.0
2564,1012,2022-11-15,24200.0,1704,25904.0
572,1397,2023-03-22,26600.0,1129,27729.0
405,497,2022-02-04,13600.0,1292,14892.0
44,354,2022-01-13,1320.0,816,2136.0
823,976,2023-06-24,22750.0,1865,24615.0
2628,1708,2023-03-04,15600.0,722,16322.0
30,1625,2023-03-13,15400.0,890,16290.0
129,1714,2023-07-07,17800.0,745,18545.0
1154,938,2022-08-24,25900.0,1669,27569.0
875,2017,2022-12-05,25250.0,781,26031.0
1970,2317,2022-05-28,4400.0,1025,5425.0
470,2273,2022-12-19,24250.0,1481,25731.0
3130,381,2022-10-21,12600.0,1545,14145.0
2353,1398,2023-10-13,18300.0,815,19115.0
3740,1714,2022-12-17,9800.0,1927,11727.0
2144,101,2022-02-24,3800.0,761,4561.0
140,1739,2023-07-24,5600.0,1760,7360.0
2659,1975,2023-03-25,5000.0,1461,6461.0
335,1841,2022-08-28,3600.0,1290,4890.0
960,1804,2023-06-01,17266.666666666664,1779,19045.666666666664
3623,1637,2023-04-18,5200.0,1638,6838.0
1175,765,2022-04-30,7800.0,695,8495.0
2898,1150,2022-03-14,13900.0,1467,15367.0
1236,640,2022-12-02,25500.0,1166,26666.0
487,1259,2022-06-08,6800.0,896,7696.0
1276,2342,2022-06-07,14400.0,688,15088.0
1651,2242,2023-02-16,29600.0,580,30180.0
459,1311,2022-10-02,10600.0,1500,12100.0
2814,576,2022-05-28,12600.0,1495,14095.0
2795,138,2023-06-06,30250.0,1704,31954.0
108,72,2022-06-05,5500.0,641,6141.0
115,1453,2023-02-24,12300.0,1732,14032.0
2822,1535,2022-10-09,9000.0,899,9899.0
79,2012,2022-07-13,9600.0,1494,11094.0
1162,2103,2022-08-29,19200.0,1527,20727.0
2137,1351,2022-04-09,51500.0,1965,53465.0
3459,1816,2022-09-24,70000.0,1925,71925.0
2217,29,2022-02-03,7800.0,1921,9721.0
1643,157,2022-12-20,21000.0,1349,22349.0
2465,613,2022-07-19,37000.0,1623,38623.0
1573,1361,2023-01-06,42000.0,1877,43877.0
3443,356,2022-03-27,8400.0,1373,9773.0
1915,116,2022-08-31,18000.0,535,18535.0
2490,614,2022-11-02,9300.0,1340,10640.0
1320,1850,2023-06-14,10990.0,811,11801.0
1608,1336,2023-08-10,18600.0,985,19585.0
2007,604,2022-01-07,17700.0,691,18391.0
2706,1801,2023-08-13,15300.0,1448,16748.0
3072,139,2022-05-29,15300.0,834,16134.0
1122,259,2023-09-20,9600.0,804,10404.0
849,285,2023-03-04,8800.0,1999,10799.0
3395,944,2022-12-09,22500.0,1818,24318.0
2046,2047,2022-02-12,11200.0,1811,13011.0
2099,331,2023-02-02,1700.0,1177,2877.0
137,2101,2022-10-21,10600.0,1783,12383.0
1125,867,2022-05-24,4400.0,671,5071.0
3629,457,2023-06-13,22350.0,881,23231.0
461,2198,2022-08-31,13200.0,1568,14768.0
3699,2191,2023-09-08,3700.0,1353,5053.0
1267,1826,2023-10-10,14700.0,828,15528.0
547,1660,2023-10-03,52800.0,1720,54520.0
2339,1231,2022-10-14,2100.0,1508,3608.0
2558,1346,2023-10-09,24266.666666666668,1657,25923.666666666668
3063,1934,2022-05-02,17800.0,1847,19647.0
1918,1947,2022-09-15,1400.0,795,2195.0
3720,815,2022-10-14,22580.0,1567,24147.0
1148,1747,2023-10-03,38400.0,1440,39840.0
3087,152,2023-08-06,7400.0,1423,8823.0
1580,229,2022-03-02,1400.0,999,2399.0
3855,1509,2023-03-10,7200.0,1044,8244.0
834,2380,2022-05-08,11700.0,568,12268.0
970,1527,2022-03-25,19600.0,723,20323.0
3172,340,2023-06-12,16050.0,1742,17792.0
1194,538,2023-03-16,11400.0,1954,13354.0
1812,1148,2023-07-04,21150.0,1199,22349.0
2809,269,2022-12-19,25800.0,1586,27386.0
623,1311,2022-07-15,3900.0,1364,5264.0
1297,131,2023-03-29,25800.0,1350,27150.0
685,924,2022-11-06,40800.0,756,41556.0
3361,1568,2022-01-07,15200.0,1102,16302.0
3428,672,2023-07-27,50000.0,1446,51446.0
364,351,2022-02-13,43733.333333333336,637,44370.333333333336
2954,2255,2022-01-03,6900.0,1597,8497.0
1502,974,2023-09-29,3600.0,722,4322.0
3625,1280,2022-08-15,20200.0,573,20773.0
3746,1828,2023-08-07,10266.666666666666,1262,11528.666666666666
141,1765,2022-01-25,16300.0,1016,17316.0
1462,1207,2023-01-03,14400.0,1743,16143.0
1648,1974,2023-01-01,13800.0,1446,15246.0
952,2318,2022-12-21,70627.5,1077,71704.5
442,1532,2022-01-04,12490.0,557,13047.0
2437,2338,2023-07-15,7600.0,1226,8826.0
2012,1281,2022-01-13,15200.0,1258,16458.0
1924,1007,2023-09-22,11000.0,1022,12022.0
2298,1422,2023-04-11,42300.0,1449,43749.0
3738,2305,2023-01-17,13580.0,1505,15085.0
1429,1237,2022-10-12,12000.0,1057,13057.0
455,1854,2022-06-01,48066.66666666667,651,48717.66666666667
2417,2311,2022-12-24,25250.0,664,25914.0
1922,169,2023-07-17,14100.0,888,14988.0
3793,696,2022-05-27,43000.0,1670,44670.0
2973,29,2023-05-16,14800.0,1733,16533.0
2176,582,2023-02-15,15300.0,1532,16832.0
2170,890,2023-01-07,27900.0,1554,29454.0
3595,1477,2022-05-10,8400.0,1331,9731.0
2448,757,2023-06-01,23200.0,1428,24628.0
1189,1589,2023-07-08,20900.0,1155,22055.0
1920,61,2022-10-19,18900.0,1275,20175.0
1323,1346,2023-10-03,13050.0,1975,15025.0
1405,2059,2023-07-31,36000.0,1347,37347.0
338,143,2023-10-08,13800.0,1163,14963.0
3021,1953,2022-12-22,25200.0,1098,26298.0
2208,1211,2022-05-15,17550.0,1704,19254.0
3099,1621,2022-08-10,53600.0,1596,55196.0
1768,1679,2022-08-03,42600.0,1022,43622.0
106,868,2022-08-28,3490.0,1073,4563.0
2677,1244,2022-04-23,9300.0,1466,10766.0
965,506,2022-05-30,9600.0,1840,11440.0
3066,2430,2022-11-21,9400.0,783,10183.0
1238,980,2022-11-15,10400.0,1969,12369.0
3060,764,2022-12-07,26200.0,1390,27590.0
131,415,2023-10-11,28000.0,2000,30000.0
1916,702,2022-02-26,13000.0,518,13518.0
846,2401,2022-10-23,18600.0,1987,20587.0
1942,744,2023-02-08,11400.0,1489,12889.0
3983,1246,2023-04-02,24580.0,909,25489.0
1911,1311,2022-06-23,3800.0,1833,5633.0
170,1495,2022-02-02,8400.0,1544,9944.0
1944,2108,2023-08-07,2300.0,1318,3618.0
1084,383,2022-06-16,7200.0,954,8154.0
750,376,2022-11-26,76250.0,1255,77505.0
3365,1874,2022-10-23,31360.0,1655,33015.0
2998,2472,2023-10-20,15600.0,1122,16722.0
1483,1097,2023-01-06,17400.0,567,17967.0
1012,1803,2022-01-16,35600.0,1896,37496.0
3109,1300,2022-11-24,800.0,1672,2472.0
3802,579,2022-06-13,24600.0,1326,25926.0
2234,862,2023-10-18,5100.0,1291,6391.0
2301,148,2023-03-11,9000.0,652,9652.0
424,1124,2022-11-07,92600.0,546,93146.0
1150,753,2022-04-23,9500.0,1234,10734.0
2355,209,2022-01-22,17416.666666666668,597,18013.666666666668
2943,127,2022-10-13,9225.0,537,9762.0
25,1656,2022-10-03,26400.0,1980,28380.0
1785,649,2023-07-26,24083.333333333336,1569,25652.333333333336
1424,2404,2023-07-13,25580.0,948,26528.0
2944,626,2022-05-06,3600.0,1202,4802.0
1078,882,2023-04-11,25200.0,1257,26457.0
1624,742,2023-03-16,5100.0,1287,6387.0
693,1335,2023-03-16,29100.0,1101,30201.0
2763,2097,2023-05-23,18600.0,660,19260.0
2386,1885,2023-09-05,4500.0,1656,6156.0
2900,2393,2023-04-27,5800.0,1190,6990.0
157,2265,2023-01-15,18600.0,1847,20447.0
2197,1093,2022-02-23,6600.0,1889,8489.0
3461,448,2022-04-26,3400.0,1016,4416.0
2786,978,2023-04-17,23225.0,797,24022.0
954,1588,2023-05-29,44000.0,1806,45806.0
747,1685,2022-07-26,4000.0,1490,5490.0
2343,2367,2022-10-05,15000.0,1958,16958.0
1168,2253,2023-09-15,9800.0,600,10400.0
2928,2046,2022-02-10,20250.0,1439,21689.0
2605,818,2023-04-10,16200.0,1094,17294.0
1811,588,2023-02-19,3500.0,622,4122.0
2356,2194,2023-04-29,29100.0,1671,30771.0
2466,331,2023-08-28,8400.0,885,9285.0
3643,516,2022-06-24,12000.0,1075,13075.0
2852,2082,2022-11-26,29400.0,896,30296.0
234,672,2023-06-15,3450.0,1734,5184.0
1013,1981,2023-01-03,22200.0,1678,23878.0
577,2215,2022-05-14,3200.0,1187,4387.0
2997,1684,2022-02-20,71400.0,1898,73298.0
230,1035,2023-01-12,12900.0,981,13881.0
1333,1511,2022-07-09,2500.0,943,3443.0
3292,966,2022-04-17,9300.0,556,9856.0
3836,2169,2022-03-11,14200.0,599,14799.0
3005,1052,2023-10-02,31733.33333333333,1770,33503.33333333333
2330,1499,2022-10-10,14400.0,1285,15685.0
658,1890,2022-04-21,13490.0,1766,15256.0
426,1612,2023-06-17,8400.0,1526,9926.0
2705,815,2022-12-12,11800.0,1648,13448.0
1101,1283,2022-08-23,18300.0,596,18896.0
1331,487,2023-02-21,9400.0,943,10343.0
1888,1800,2022-06-02,10400.0,1312,11712.0
1053,333,2022-10-13,5200.0,918,6118.0
1983,254,2023-06-11,45200.0,1404,46604.0
3253,2134,2022-03-10,27600.0,1077,28677.0
3071,1968,2022-07-05,7600.0,1322,8922.0
3223,744,2023-05-13,17166.666666666668,539,17705.666666666668
1239,898,2022-04-14,9750.0,1959,11709.0
3321,1136,2022-06-24,13800.0,1364,15164.0
727,27,2023-01-12,21900.0,754,22654.0
323,1852,2022-06-20,6000.0,983,6983.0
3693,1641,2023-05-09,103833.33333333334,1935,105768.33333333334
3284,2352,2023-05-15,15300.0,524,15824.0
1813,254,2022-01-25,23600.0,1370,24970.0
2750,904,2023-05-14,21885.0,1570,23455.0
3155,659,2023-02-28,14600.0,1173,15773.0
496,2126,2022-11-28,19470.0,665,20135.0
1270,2425,2022-07-04,34933.333333333336,1611,36544.333333333336
1501,1087,2022-02-15,58800.0,1948,60748.0
2191,1370,2022-02-12,7000.0,1469,8469.0
2978,2152,2023-01-03,11466.666666666666,1807,13273.666666666666
3222,558,2022-01-15,19950.0,1219,21169.0
1381,1656,2023-04-06,8000.0,1080,9080.0
1373,612,2022-07-15,7800.0,846,8646.0
1604,2226,2023-07-12,27200.0,1027,28227.0
2851,2106,2022-08-11,17100.0,642,17742.0
483,397,2022-01-29,4400.0,913,5313.0
611,101,2023-01-23,21400.0,1824,23224.0
1723,2122,2023-06-11,22000.0,1576,23576.0
2648,418,2023-02-07,3300.0,1806,5106.0
3044,1019,2023-07-15,4000.0,1722,5722.0
2782,2222,2022-07-10,11100.0,1619,12719.0
3385,2337,2022-02-03,12000.0,1266,13266.0
986,648,2022-10-29,23800.0,1388,25188.0
3426,445,2022-01-29,49027.5,1558,50585.5
2580,2131,2022-06-16,5400.0,1034,6434.0
169,1688,2023-08-13,3200.0,1483,4683.0
297,106,2023-01-28,32600.0,1869,34469.0
1259,1230,2022-06-22,8550.0,1775,10325.0
2897,2308,2023-09-28,8700.0,906,9606.0
2914,2441,2023-07-23,48600.0,1993,50593.0
3018,1961,2022-02-07,6600.0,933,7533.0
122,190,2022-11-27,28800.0,1066,29866.0
1057,719,2022-08-13,14200.0,1595,15795.0
1722,1570,2023-06-06,21600.0,728,22328.0
2056,1668,2023-08-30,30600.0,1066,31666.0
2321,1991,2022-05-06,12500.0,620,13120.0
400,452,2022-04-22,5800.0,742,6542.0
2091,1518,2022-08-07,17200.0,536,17736.0
3897,181,2023-08-26,15000.0,1805,16805.0
3593,1594,2023-06-25,26400.0,1568,27968.0
521,1277,2023-07-22,28200.0,1541,29741.0
1337,2005,2022-07-31,18800.0,960,19760.0
327,2386,2022-05-13,9200.0,834,10034.0
240,380,2023-05-02,7500.0,703,8203.0
127,2099,2022-09-28,20400.0,1285,21685.0
2713,83,2023-04-23,8600.0,1548,10148.0
949,2484,2022-05-16,27612.5,1900,29512.5
1672,2369,2023-09-30,21200.0,1229,22429.0
3029,1339,2022-08-23,15250.0,1095,16345.0
3363,2428,2022-10-26,7000.0,1498,8498.0
422,719,2023-04-19,8800.0,1372,10172.0
134,936,2022-01-31,12000.0,1020,13020.0
2735,1501,2023-06-04,29400.0,1201,30601.0
1286,871,2023-06-10,2600.0,630,3230.0
3998,2215,2023-08-23,17600.0,512,18112.0
2073,439,2023-02-12,16200.0,1995,18195.0
99,469,2022-02-10,13200.0,1823,15023.0
3741,1132,2023-09-24,22250.0,1625,23875.0
961,920,2023-02-02,10400.0,874,11274.0
2687,2005,2023-05-28,11000.0,1847,12847.0
2503,95,2023-10-15,5200.0,1153,6353.0
766,127,2022-07-24,17700.0,746,18446.0
1464,1217,2023-06-22,18666.666666666664,545,19211.666666666664
1018,647,2023-01-05,18000.0,1284,19284.0
1718,1046,2023-03-23,1800.0,1736,3536.0
3571,2189,2022-08-18,37566.66666666667,1744,39310.66666666667
2271,1308,2023-05-03,21750.0,697,22447.0
2636,2376,2022-04-25,6400.0,1525,7925.0
1445,1660,2023-03-12,17200.0,1387,18587.0
1591,473,2022-12-28,17200.0,1634,18834.0
1887,478,2023-01-21,14700.0,1477,16177.0
990,601,2023-09-29,69120.0,1589,70709.0
3878,81,2023-05-13,11925.0,1033,12958.0
882,1885,2022-01-19,15800.0,1069,16869.0
3368,1673,2022-01-20,29333.333333333336,878,30211.333333333336
1308,1575,2022-02-25,14300.0,1689,15989.0
160,361,2022-05-05,55766.66666666667,837,56603.66666666667
614,867,2022-03-11,10200.0,1232,11432.0
2857,1098,2022-12-11,34666.666666666664,867,35533.666666666664
2633,2192,2023-06-27,7890.0,1195,9085.0
940,376,2023-07-01,2200.0,1091,3291.0
3599,64,2023-06-18,76250.0,700,76950.0
3260,1082,2022-10-09,10400.0,1428,11828.0
308,1445,2022-08-31,9000.0,823,9823.0
1836,2230,2023-05-20,8800.0,766,9566.0
1685,2166,2023-09-05,36500.0,939,37439.0
1254,1524,2023-06-17,11400.0,1360,12760.0
3169,1605,2022-10-05,14700.0,943,15643.0
2143,1773,2023-09-30,16950.0,1551,18501.0
1364,2160,2023-08-17,800.0,1459,2259.0
695,1033,2022-07-05,32250.0,1893,34143.0
762,1927,2022-05-07,8400.0,556,8956.0
289,187,2022-02-10,25200.0,815,26015.0
1713,1447,2022-02-12,12600.0,911,13511.0
390,31,2023-10-23,5200.0,1616,6816.0
1717,1105,2022-05-17,24900.0,668,25568.0
2911,1074,2022-01-19,7500.0,976,8476.0
893,2066,2023-02-22,20100.0,1411,21511.0
3989,1968,2023-04-30,7600.0,671,8271.0
647,615,2022-12-22,4200.0,1856,6056.0
423,2342,2022-12-15,22833.333333333336,1802,24635.333333333336
3058,1863,2022-01-02,33833.33333333333,1775,35608.33333333333
1047,513,2023-09-08,10890.0,1085,11975.0
3518,1917,2022-01-01,29500.0,1038,30538.0
3705,2395,2023-04-02,9600.0,1233,10833.0
1202,803,2023-08-10,22500.0,1319,23819.0
1691,28,2023-02-13,5800.0,1344,7144.0
2859,152,2022-07-13,24625.0,564,25189.0
2495,516,2023-01-17,100500.0,570,101070.0
432,1213,2023-02-19,13250.0,1878,15128.0
156,1836,2023-07-19,12000.0,1478,13478.0
3986,771,2023-08-13,27000.0,1568,28568.0
2527,1211,2023-05-16,17200.0,1932,19132.0
2589,1102,2022-05-23,13000.0,537,13537.0
2198,918,2023-10-08,52250.0,1590,53840.0
1107,1317,2023-09-09,12400.0,883,13283.0
2346,947,2022-08-10,12000.0,1625,13625.0
1519,75,2023-02-02,3600.0,842,4442.0
515,960,2022-01-23,48000.0,1366,49366.0
2932,1743,2023-10-13,22500.0,1996,24496.0
1824,109,2023-01-27,18400.0,881,19281.0
3944,274,2023-05-27,8400.0,1862,10262.0
519,1255,2022-04-20,17000.0,691,17691.0
2933,2018,2022-12-24,17100.0,1649,18749.0
3191,1618,2022-06-02,8000.0,691,8691.0
2136,400,2022-09-26,8850.0,1042,9892.0
934,1683,2023-03-04,11000.0,643,11643.0
1663,442,2022-03-31,12200.0,1761,13961.0
2804,1182,2023-02-12,3400.0,1323,4723.0
1818,389,2023-10-28,4400.0,1036,5436.0
3928,2092,2022-11-12,3400.0,1293,4693.0
60,1744,2022-09-19,16600.0,1567,18167.0
2480,819,2022-05-27,6600.0,1486,8086.0
1434,2126,2023-04-18,15000.0,700,15700.0
171,900,2023-06-15,34400.0,573,34973.0
2871,1150,2022-11-01,24800.0,851,25651.0
2020,1007,2022-05-24,17850.0,1227,19077.0
435,573,2023-07-09,13200.0,1374,14574.0
2119,1744,2023-10-03,37100.0,1938,39038.0
3003,592,2022-05-15,2850.0,1675,4525.0
2084,2470,2023-01-23,20700.0,1492,22192.0
488,1635,2023-03-16,28180.0,961,29141.0
597,522,2023-04-15,150400.0,531,150931.0
3523,971,2022-11-04,15800.0,1719,17519.0
760,987,2022-11-22,11250.0,1517,12767.0
3866,1226,2023-01-31,25975.0,1608,27583.0
3779,611,2022-02-01,9600.0,1516,11116.0
3873,2284,2023-09-04,28200.0,1495,29695.0
697,60,2023-03-02,29066.666666666668,1796,30862.666666666668
1784,739,2022-01-25,11000.0,1824,12824.0
3433,1163,2022-08-01,4900.0,581,5481.0
3519,2412,2023-01-12,3900.0,508,4408.0
1346,1723,2023-01-27,23666.666666666664,1188,24854.666666666664
3444,1553,2023-10-28,14700.0,625,15325.0
2783,2279,2023-05-25,3300.0,594,3894.0
1572,412,2022-10-05,39000.0,1922,40922.0
3299,514,2022-04-04,13500.0,1976,15476.0
1660,2457,2023-04-04,14125.0,1489,15614.0
3113,800,2023-06-12,15600.0,953,16553.0
1210,130,2022-04-29,5400.0,1864,7264.0
1736,2045,2023-06-17,500.0,538,1038.0
3891,825,2022-04-02,15800.0,1515,17315.0
3198,426,2022-12-09,2900.0,1876,4776.0
756,1398,2022-02-24,3600.0,1744,5344.0
3345,1134,2023-01-01,45200.0,1444,46644.0
